,Indicator,Country,Date,value,Year,Month
15597,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-10-26,20.0,2015,10
15598,Cumulative number of confirmed Ebola cases,Senegal,2015-10-26,1.0,2015,10
15599,Cumulative number of probable Ebola cases,Senegal,2015-10-26,0.0,2015,10
15600,Cumulative number of suspected Ebola cases,Senegal,2015-10-26,0.0,2015,10
15601,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-10-26,1.0,2015,10
15602,Cumulative number of confirmed Ebola cases,Spain,2015-10-26,1.0,2015,10
15603,Cumulative number of probable Ebola cases,Spain,2015-10-26,0.0,2015,10
15604,Cumulative number of suspected Ebola cases,Spain,2015-10-26,0.0,2015,10
15605,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-10-26,1.0,2015,10
15606,Cumulative number of confirmed Ebola cases,United States of America,2015-10-26,4.0,2015,10
15607,Cumulative number of probable Ebola cases,United States of America,2015-10-26,0.0,2015,10
15608,Cumulative number of suspected Ebola cases,United States of America,2015-10-26,0.0,2015,10
15609,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-10-26,4.0,2015,10
15610,Cumulative number of confirmed Ebola deaths,Nigeria,2015-10-26,7.0,2015,10
15611,Cumulative number of probable Ebola deaths,Nigeria,2015-10-26,1.0,2015,10
15612,Cumulative number of suspected Ebola deaths,Nigeria,2015-10-26,0.0,2015,10
15613,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-10-26,8.0,2015,10
15614,Cumulative number of confirmed Ebola deaths,Senegal,2015-10-26,0.0,2015,10
15615,Cumulative number of probable Ebola deaths,Senegal,2015-10-26,0.0,2015,10
15616,Cumulative number of suspected Ebola deaths,Senegal,2015-10-26,0.0,2015,10
15617,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-10-26,0.0,2015,10
15618,Cumulative number of confirmed Ebola deaths,Spain,2015-10-26,0.0,2015,10
15619,Cumulative number of probable Ebola deaths,Spain,2015-10-26,0.0,2015,10
15620,Cumulative number of suspected Ebola deaths,Spain,2015-10-26,0.0,2015,10
15621,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-10-26,0.0,2015,10
15622,Cumulative number of confirmed Ebola deaths,United States of America,2015-10-26,1.0,2015,10
15623,Cumulative number of probable Ebola deaths,United States of America,2015-10-26,0.0,2015,10
15624,Cumulative number of suspected Ebola deaths,United States of America,2015-10-26,0.0,2015,10
15625,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-10-26,1.0,2015,10
15626,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-10-27,8704.0,2015,10
15627,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-10-27,3955.0,2015,10
15628,Cumulative number of probable Ebola cases,Liberia,2015-10-27,1879.0,2015,10
15629,Cumulative number of probable Ebola cases,Sierra Leone,2015-10-27,287.0,2015,10
15630,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-10-27,10666.0,2015,10
15631,Cumulative number of suspected Ebola cases,Sierra Leone,2015-10-27,5070.0,2015,10
15632,Cumulative number of confirmed Ebola cases,Liberia,2015-10-27,3151.0,2015,10
15633,Cumulative number of confirmed Ebola deaths,Guinea,2015-10-27,2082.0,2015,10
15634,Cumulative number of probable Ebola deaths,Sierra Leone,2015-10-27,208.0,2015,10
15635,Cumulative number of suspected Ebola cases,Guinea,2015-10-27,3.0,2015,10
15636,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-10-27,4806.0,2015,10
15637,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-10-27,158.0,2015,10
15638,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-10-27,2535.0,2015,10
15639,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-10-27,3589.0,2015,10
15640,Cumulative number of suspected Ebola cases,Liberia,2015-10-27,5636.0,2015,10
15641,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-10-27,14061.0,2015,10
15642,Cumulative number of probable Ebola deaths,Guinea,2015-10-27,453.0,2015,10
15643,Cumulative number of confirmed Ebola cases,Guinea,2015-10-27,3350.0,2015,10
15644,Cumulative number of probable Ebola cases,Guinea,2015-10-27,453.0,2015,10
15645,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-27,3806.0,2015,10
15646,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-10-27,2.0,2015,10
15647,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-10-27,2.0,2015,10
15648,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-10-27,6.0,2015,10
15649,Cumulative number of confirmed Ebola cases,Liberia 2,2015-10-27,6.0,2015,10
15650,Cumulative number of confirmed Ebola cases,Italy,2015-10-27,1.0,2015,10
15651,Cumulative number of probable Ebola cases,Italy,2015-10-27,0.0,2015,10
15652,Cumulative number of suspected Ebola cases,Italy,2015-10-27,0.0,2015,10
15653,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-10-27,0.0,2015,10
15654,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-10-27,1.0,2015,10
15655,Cumulative number of confirmed Ebola cases,United Kingdom,2015-10-27,1.0,2015,10
15656,Cumulative number of probable Ebola cases,United Kingdom,2015-10-27,0.0,2015,10
15657,Cumulative number of suspected Ebola cases,United Kingdom,2015-10-27,0.0,2015,10
15658,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-10-27,0.0,2015,10
15659,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-10-27,1.0,2015,10
15660,Cumulative number of confirmed Ebola cases,Mali,2015-10-27,7.0,2015,10
15661,Cumulative number of probable Ebola cases,Mali,2015-10-27,1.0,2015,10
15662,Cumulative number of suspected Ebola cases,Mali,2015-10-27,0.0,2015,10
15663,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-10-27,6.0,2015,10
15664,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-10-27,8.0,2015,10
15665,Cumulative number of confirmed Ebola cases,Nigeria,2015-10-27,19.0,2015,10
15666,Cumulative number of probable Ebola cases,Nigeria,2015-10-27,1.0,2015,10
15667,Cumulative number of suspected Ebola cases,Nigeria,2015-10-27,0.0,2015,10
15668,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-10-27,20.0,2015,10
15669,Cumulative number of confirmed Ebola cases,Senegal,2015-10-27,1.0,2015,10
15670,Cumulative number of probable Ebola cases,Senegal,2015-10-27,0.0,2015,10
15671,Cumulative number of suspected Ebola cases,Senegal,2015-10-27,0.0,2015,10
15672,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-10-27,1.0,2015,10
15673,Cumulative number of confirmed Ebola cases,Spain,2015-10-27,1.0,2015,10
15674,Cumulative number of probable Ebola cases,Spain,2015-10-27,0.0,2015,10
15675,Cumulative number of suspected Ebola cases,Spain,2015-10-27,0.0,2015,10
15676,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-10-27,1.0,2015,10
15677,Cumulative number of confirmed Ebola cases,United States of America,2015-10-27,4.0,2015,10
15678,Cumulative number of probable Ebola cases,United States of America,2015-10-27,0.0,2015,10
15679,Cumulative number of suspected Ebola cases,United States of America,2015-10-27,0.0,2015,10
15680,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-10-27,4.0,2015,10
15681,Cumulative number of confirmed Ebola deaths,Nigeria,2015-10-27,7.0,2015,10
15682,Cumulative number of probable Ebola deaths,Nigeria,2015-10-27,1.0,2015,10
15683,Cumulative number of suspected Ebola deaths,Nigeria,2015-10-27,0.0,2015,10
15684,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-10-27,8.0,2015,10
15685,Cumulative number of confirmed Ebola deaths,Senegal,2015-10-27,0.0,2015,10
15686,Cumulative number of probable Ebola deaths,Senegal,2015-10-27,0.0,2015,10
15687,Cumulative number of suspected Ebola deaths,Senegal,2015-10-27,0.0,2015,10
15688,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-10-27,0.0,2015,10
15689,Cumulative number of confirmed Ebola deaths,Spain,2015-10-27,0.0,2015,10
15690,Cumulative number of probable Ebola deaths,Spain,2015-10-27,0.0,2015,10
15691,Cumulative number of suspected Ebola deaths,Spain,2015-10-27,0.0,2015,10
15692,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-10-27,0.0,2015,10
15693,Cumulative number of confirmed Ebola deaths,United States of America,2015-10-27,1.0,2015,10
15694,Cumulative number of probable Ebola deaths,United States of America,2015-10-27,0.0,2015,10
15695,Cumulative number of suspected Ebola deaths,United States of America,2015-10-27,0.0,2015,10
15696,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-10-27,1.0,2015,10
15697,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-10-29,4806.0,2015,10
15698,Cumulative number of suspected Ebola cases,Sierra Leone,2015-10-29,5075.0,2015,10
15699,Cumulative number of probable Ebola deaths,Sierra Leone,2015-10-29,208.0,2015,10
15700,Cumulative number of probable Ebola cases,Liberia,2015-10-29,1879.0,2015,10
15701,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-10-29,3955.0,2015,10
15702,Cumulative number of suspected Ebola cases,Liberia,2015-10-29,5636.0,2015,10
15703,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-10-29,3589.0,2015,10
15704,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-10-29,8704.0,2015,10
15705,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-29,3808.0,2015,10
15706,Cumulative number of confirmed Ebola cases,Liberia,2015-10-29,3151.0,2015,10
15707,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-10-29,2536.0,2015,10
15708,Cumulative number of probable Ebola cases,Guinea,2015-10-29,453.0,2015,10
15709,Cumulative number of confirmed Ebola deaths,Guinea,2015-10-29,2083.0,2015,10
15710,Cumulative number of suspected Ebola cases,Guinea,2015-10-29,5.0,2015,10
15711,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-10-29,14066.0,2015,10
15712,Cumulative number of confirmed Ebola cases,Guinea,2015-10-29,3350.0,2015,10
15713,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-10-29,10666.0,2015,10
15714,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-10-29,158.0,2015,10
15715,Cumulative number of probable Ebola deaths,Guinea,2015-10-29,453.0,2015,10
15716,Cumulative number of probable Ebola cases,Sierra Leone,2015-10-29,287.0,2015,10
15717,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-10-29,6.0,2015,10
15718,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-10-29,2.0,2015,10
15719,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-10-29,2.0,2015,10
15720,Cumulative number of confirmed Ebola cases,Liberia 2,2015-10-29,6.0,2015,10
15721,Cumulative number of confirmed Ebola cases,Italy,2015-10-29,1.0,2015,10
15722,Cumulative number of probable Ebola cases,Italy,2015-10-29,0.0,2015,10
15723,Cumulative number of suspected Ebola cases,Italy,2015-10-29,0.0,2015,10
15724,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-10-29,0.0,2015,10
15725,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-10-29,1.0,2015,10
15726,Cumulative number of confirmed Ebola cases,United Kingdom,2015-10-29,1.0,2015,10
15727,Cumulative number of probable Ebola cases,United Kingdom,2015-10-29,0.0,2015,10
15728,Cumulative number of suspected Ebola cases,United Kingdom,2015-10-29,0.0,2015,10
15729,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-10-29,0.0,2015,10
15730,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-10-29,1.0,2015,10
15731,Cumulative number of confirmed Ebola cases,Mali,2015-10-29,7.0,2015,10
15732,Cumulative number of probable Ebola cases,Mali,2015-10-29,1.0,2015,10
15733,Cumulative number of suspected Ebola cases,Mali,2015-10-29,0.0,2015,10
15734,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-10-29,6.0,2015,10
15735,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-10-29,8.0,2015,10
15736,Cumulative number of confirmed Ebola cases,Nigeria,2015-10-29,19.0,2015,10
15737,Cumulative number of probable Ebola cases,Nigeria,2015-10-29,1.0,2015,10
15738,Cumulative number of suspected Ebola cases,Nigeria,2015-10-29,0.0,2015,10
15739,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-10-29,20.0,2015,10
15740,Cumulative number of confirmed Ebola cases,Senegal,2015-10-29,1.0,2015,10
15741,Cumulative number of probable Ebola cases,Senegal,2015-10-29,0.0,2015,10
15742,Cumulative number of suspected Ebola cases,Senegal,2015-10-29,0.0,2015,10
15743,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-10-29,1.0,2015,10
15744,Cumulative number of confirmed Ebola cases,Spain,2015-10-29,1.0,2015,10
15745,Cumulative number of probable Ebola cases,Spain,2015-10-29,0.0,2015,10
15746,Cumulative number of suspected Ebola cases,Spain,2015-10-29,0.0,2015,10
15747,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-10-29,1.0,2015,10
15748,Cumulative number of confirmed Ebola cases,United States of America,2015-10-29,4.0,2015,10
15749,Cumulative number of probable Ebola cases,United States of America,2015-10-29,0.0,2015,10
15750,Cumulative number of suspected Ebola cases,United States of America,2015-10-29,0.0,2015,10
15751,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-10-29,4.0,2015,10
15752,Cumulative number of confirmed Ebola deaths,Nigeria,2015-10-29,7.0,2015,10
15753,Cumulative number of probable Ebola deaths,Nigeria,2015-10-29,1.0,2015,10
15754,Cumulative number of suspected Ebola deaths,Nigeria,2015-10-29,0.0,2015,10
15755,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-10-29,8.0,2015,10
15756,Cumulative number of confirmed Ebola deaths,Senegal,2015-10-29,0.0,2015,10
15757,Cumulative number of probable Ebola deaths,Senegal,2015-10-29,0.0,2015,10
15758,Cumulative number of suspected Ebola deaths,Senegal,2015-10-29,0.0,2015,10
15759,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-10-29,0.0,2015,10
15760,Cumulative number of confirmed Ebola deaths,Spain,2015-10-29,0.0,2015,10
15761,Cumulative number of probable Ebola deaths,Spain,2015-10-29,0.0,2015,10
15762,Cumulative number of suspected Ebola deaths,Spain,2015-10-29,0.0,2015,10
15763,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-10-29,0.0,2015,10
15764,Cumulative number of confirmed Ebola deaths,United States of America,2015-10-29,1.0,2015,10
15765,Cumulative number of probable Ebola deaths,United States of America,2015-10-29,0.0,2015,10
15766,Cumulative number of suspected Ebola deaths,United States of America,2015-10-29,0.0,2015,10
15767,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-10-29,1.0,2015,10
15768,Cumulative number of probable Ebola deaths,Sierra Leone,2015-10-30,208.0,2015,10
15769,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-10-30,158.0,2015,10
15770,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-10-30,3589.0,2015,10
15771,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-10-30,4806.0,2015,10
15772,Cumulative number of suspected Ebola cases,Sierra Leone,2015-10-30,5076.0,2015,10
15773,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-10-30,8704.0,2015,10
15774,Cumulative number of probable Ebola cases,Guinea,2015-10-30,453.0,2015,10
15775,Cumulative number of suspected Ebola cases,Liberia,2015-10-30,5636.0,2015,10
15776,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-30,3808.0,2015,10
15777,Cumulative number of confirmed Ebola cases,Liberia,2015-10-30,3151.0,2015,10
15778,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-10-30,14067.0,2015,10
15779,Cumulative number of confirmed Ebola cases,Guinea,2015-10-30,3350.0,2015,10
15780,Cumulative number of probable Ebola cases,Liberia,2015-10-30,1879.0,2015,10
15781,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-10-30,10666.0,2015,10
15782,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-10-30,3955.0,2015,10
15783,Cumulative number of suspected Ebola cases,Guinea,2015-10-30,5.0,2015,10
15784,Cumulative number of probable Ebola cases,Sierra Leone,2015-10-30,287.0,2015,10
15785,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-10-30,2536.0,2015,10
15786,Cumulative number of confirmed Ebola deaths,Guinea,2015-10-30,2083.0,2015,10
15787,Cumulative number of probable Ebola deaths,Guinea,2015-10-30,453.0,2015,10
15788,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-10-30,6.0,2015,10
15789,Cumulative number of confirmed Ebola cases,Liberia 2,2015-10-30,6.0,2015,10
15790,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-10-30,2.0,2015,10
15791,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-10-30,2.0,2015,10
15792,Cumulative number of confirmed Ebola cases,Italy,2015-10-30,1.0,2015,10
15793,Cumulative number of probable Ebola cases,Italy,2015-10-30,0.0,2015,10
15794,Cumulative number of suspected Ebola cases,Italy,2015-10-30,0.0,2015,10
15795,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-10-30,0.0,2015,10
15796,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-10-30,1.0,2015,10
15797,Cumulative number of confirmed Ebola cases,United Kingdom,2015-10-30,1.0,2015,10
15798,Cumulative number of probable Ebola cases,United Kingdom,2015-10-30,0.0,2015,10
15799,Cumulative number of suspected Ebola cases,United Kingdom,2015-10-30,0.0,2015,10
15800,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-10-30,0.0,2015,10
15801,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-10-30,1.0,2015,10
15802,Cumulative number of confirmed Ebola cases,Mali,2015-10-30,7.0,2015,10
15803,Cumulative number of probable Ebola cases,Mali,2015-10-30,1.0,2015,10
15804,Cumulative number of suspected Ebola cases,Mali,2015-10-30,0.0,2015,10
15805,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-10-30,6.0,2015,10
15806,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-10-30,8.0,2015,10
15807,Cumulative number of confirmed Ebola cases,Nigeria,2015-10-30,19.0,2015,10
15808,Cumulative number of probable Ebola cases,Nigeria,2015-10-30,1.0,2015,10
15809,Cumulative number of suspected Ebola cases,Nigeria,2015-10-30,0.0,2015,10
15810,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-10-30,20.0,2015,10
15811,Cumulative number of confirmed Ebola cases,Senegal,2015-10-30,1.0,2015,10
15812,Cumulative number of probable Ebola cases,Senegal,2015-10-30,0.0,2015,10
15813,Cumulative number of suspected Ebola cases,Senegal,2015-10-30,0.0,2015,10
15814,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-10-30,1.0,2015,10
15815,Cumulative number of confirmed Ebola cases,Spain,2015-10-30,1.0,2015,10
15816,Cumulative number of probable Ebola cases,Spain,2015-10-30,0.0,2015,10
15817,Cumulative number of suspected Ebola cases,Spain,2015-10-30,0.0,2015,10
15818,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-10-30,1.0,2015,10
15819,Cumulative number of confirmed Ebola cases,United States of America,2015-10-30,4.0,2015,10
15820,Cumulative number of probable Ebola cases,United States of America,2015-10-30,0.0,2015,10
15821,Cumulative number of suspected Ebola cases,United States of America,2015-10-30,0.0,2015,10
15822,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-10-30,4.0,2015,10
15823,Cumulative number of confirmed Ebola deaths,Nigeria,2015-10-30,7.0,2015,10
15824,Cumulative number of probable Ebola deaths,Nigeria,2015-10-30,1.0,2015,10
15825,Cumulative number of suspected Ebola deaths,Nigeria,2015-10-30,0.0,2015,10
15826,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-10-30,8.0,2015,10
15827,Cumulative number of confirmed Ebola deaths,Senegal,2015-10-30,0.0,2015,10
15828,Cumulative number of probable Ebola deaths,Senegal,2015-10-30,0.0,2015,10
15829,Cumulative number of suspected Ebola deaths,Senegal,2015-10-30,0.0,2015,10
15830,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-10-30,0.0,2015,10
15831,Cumulative number of confirmed Ebola deaths,Spain,2015-10-30,0.0,2015,10
15832,Cumulative number of probable Ebola deaths,Spain,2015-10-30,0.0,2015,10
15833,Cumulative number of suspected Ebola deaths,Spain,2015-10-30,0.0,2015,10
15834,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-10-30,0.0,2015,10
15835,Cumulative number of confirmed Ebola deaths,United States of America,2015-10-30,1.0,2015,10
15836,Cumulative number of probable Ebola deaths,United States of America,2015-10-30,0.0,2015,10
15837,Cumulative number of suspected Ebola deaths,United States of America,2015-10-30,0.0,2015,10
15838,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-10-30,1.0,2015,10
15839,Cumulative number of probable Ebola deaths,Sierra Leone,2015-11-03,208.0,2015,11
15840,Cumulative number of confirmed Ebola deaths,Guinea,2015-11-03,2083.0,2015,11
15841,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-11-03,3955.0,2015,11
15842,Cumulative number of suspected Ebola cases,Guinea,2015-11-03,6.0,2015,11
15843,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-11-03,4806.0,2015,11
15844,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-11-03,2536.0,2015,11
15845,Cumulative number of suspected Ebola cases,Liberia,2015-11-03,5636.0,2015,11
15846,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-11-03,158.0,2015,11
15847,Cumulative number of probable Ebola deaths,Guinea,2015-11-03,453.0,2015,11
15848,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-11-03,3589.0,2015,11
15849,Cumulative number of confirmed Ebola cases,Guinea,2015-11-03,3351.0,2015,11
15850,Cumulative number of probable Ebola cases,Guinea,2015-11-03,453.0,2015,11
15851,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-03,3810.0,2015,11
15852,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-11-03,14089.0,2015,11
15853,Cumulative number of probable Ebola cases,Liberia,2015-11-03,1879.0,2015,11
15854,Cumulative number of suspected Ebola cases,Sierra Leone,2015-11-03,5098.0,2015,11
15855,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-11-03,8704.0,2015,11
15856,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-11-03,10666.0,2015,11
15857,Cumulative number of probable Ebola cases,Sierra Leone,2015-11-03,287.0,2015,11
15858,Cumulative number of confirmed Ebola cases,Liberia,2015-11-03,3151.0,2015,11
15859,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-11-03,2.0,2015,11
15860,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-11-03,2.0,2015,11
15861,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-11-03,6.0,2015,11
15862,Cumulative number of confirmed Ebola cases,Liberia 2,2015-11-03,6.0,2015,11
15863,Cumulative number of confirmed Ebola cases,Italy,2015-11-03,1.0,2015,11
15864,Cumulative number of probable Ebola cases,Italy,2015-11-03,0.0,2015,11
15865,Cumulative number of suspected Ebola cases,Italy,2015-11-03,0.0,2015,11
15866,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-11-03,0.0,2015,11
15867,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-11-03,1.0,2015,11
15868,Cumulative number of confirmed Ebola cases,United Kingdom,2015-11-03,1.0,2015,11
15869,Cumulative number of probable Ebola cases,United Kingdom,2015-11-03,0.0,2015,11
15870,Cumulative number of suspected Ebola cases,United Kingdom,2015-11-03,0.0,2015,11
15871,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-11-03,0.0,2015,11
15872,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-11-03,1.0,2015,11
15873,Cumulative number of confirmed Ebola cases,Mali,2015-11-03,7.0,2015,11
15874,Cumulative number of probable Ebola cases,Mali,2015-11-03,1.0,2015,11
15875,Cumulative number of suspected Ebola cases,Mali,2015-11-03,0.0,2015,11
15876,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-11-03,6.0,2015,11
15877,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-11-03,8.0,2015,11
15878,Cumulative number of confirmed Ebola cases,Nigeria,2015-11-03,19.0,2015,11
15879,Cumulative number of probable Ebola cases,Nigeria,2015-11-03,1.0,2015,11
15880,Cumulative number of suspected Ebola cases,Nigeria,2015-11-03,0.0,2015,11
15881,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-11-03,20.0,2015,11
15882,Cumulative number of confirmed Ebola cases,Senegal,2015-11-03,1.0,2015,11
15883,Cumulative number of probable Ebola cases,Senegal,2015-11-03,0.0,2015,11
15884,Cumulative number of suspected Ebola cases,Senegal,2015-11-03,0.0,2015,11
15885,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-11-03,1.0,2015,11
15886,Cumulative number of confirmed Ebola cases,Spain,2015-11-03,1.0,2015,11
15887,Cumulative number of probable Ebola cases,Spain,2015-11-03,0.0,2015,11
15888,Cumulative number of suspected Ebola cases,Spain,2015-11-03,0.0,2015,11
15889,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-11-03,1.0,2015,11
15890,Cumulative number of confirmed Ebola cases,United States of America,2015-11-03,4.0,2015,11
15891,Cumulative number of probable Ebola cases,United States of America,2015-11-03,0.0,2015,11
15892,Cumulative number of suspected Ebola cases,United States of America,2015-11-03,0.0,2015,11
15893,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-11-03,4.0,2015,11
15894,Cumulative number of confirmed Ebola deaths,Nigeria,2015-11-03,7.0,2015,11
15895,Cumulative number of probable Ebola deaths,Nigeria,2015-11-03,1.0,2015,11
15896,Cumulative number of suspected Ebola deaths,Nigeria,2015-11-03,0.0,2015,11
15897,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-11-03,8.0,2015,11
15898,Cumulative number of confirmed Ebola deaths,Senegal,2015-11-03,0.0,2015,11
15899,Cumulative number of probable Ebola deaths,Senegal,2015-11-03,0.0,2015,11
15900,Cumulative number of suspected Ebola deaths,Senegal,2015-11-03,0.0,2015,11
15901,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-11-03,0.0,2015,11
15902,Cumulative number of confirmed Ebola deaths,Spain,2015-11-03,0.0,2015,11
15903,Cumulative number of probable Ebola deaths,Spain,2015-11-03,0.0,2015,11
15904,Cumulative number of suspected Ebola deaths,Spain,2015-11-03,0.0,2015,11
15905,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-11-03,0.0,2015,11
15906,Cumulative number of confirmed Ebola deaths,United States of America,2015-11-03,1.0,2015,11
15907,Cumulative number of probable Ebola deaths,United States of America,2015-11-03,0.0,2015,11
15908,Cumulative number of suspected Ebola deaths,United States of America,2015-11-03,0.0,2015,11
